estimator,rot0,trans0,rot,trans,success,strict,improved,worsened,fail,loftr_success,loftr_inliers,fitness,rmse,t_render,t_vggt,t_loftr,t_icp,iou_P0,occ_ratio,render_px,icp_fitness,icp_rmse,T1_rot,T1_trans,s_spread,init_0,init_1,init_2,init_3,init_4,init_5,init_6,init_7,init_8,init_9,init_10,init_11,init_12,init_13,init_14,init_15,est_0,est_1,est_2,est_3,est_4,est_5,est_6,est_7,est_8,est_9,est_10,est_11,est_12,est_13,est_14,est_15,seq,kf
E-VI,9.999999999999902,39.57425059854242,0.007861922695054315,0.0598130936167299,1,1,1,0,,,,0.9999313092457756,0.0008630416354698988,0.0,0.0,0.0,0.059984445571899414,0.8562324857291126,0.9895432398157831,44947,0.9953290287127353,0.0009106907901590557,0.4069866433568464,1.2568955928704344,0.0006937201268176024,0.48054024351174696,-0.7606540695162717,0.4364475465551446,-0.15262447346693492,0.1598423278512873,0.5653078011628692,0.8092450309834983,-0.4304078529285127,-0.8622827289194377,-0.31911201242312504,0.3932378655909325,-0.19518526954297344,0.0,0.0,0.0,1.0,0.5765126366982115,-0.6751167390631221,0.46027229401003805,-0.1628882819420758,0.02189855906593334,0.5758718994770351,0.8172466186717776,-0.44507142887684226,-0.8167947534493659,-0.46107368431093276,0.34678150889175247,-0.1598377678885794,0.0,0.0,0.0,1.0,AP12,0758
E-V2,10.000000000000563,60.22151338995753,0.2784601371418621,4.442231847238266,1,1,1,0,,,,,,0.0012171268463134766,0.3110671043395996,0.0,0.0,0.9006819485458137,0.9797087980173482,45192,0.992539284299485,0.0009294105911229548,0.5584410283387344,2.081187208004587,0.003355965701253593,0.7426071044653022,-0.47445871949413,0.4726770693545948,-0.17274008457939943,-0.1134212358269281,0.6064851122784783,0.7869634247206493,-0.4377644017910291,-0.660053264260658,-0.638016247505149,0.39656645881654934,-0.1619114649026116,0.0,0.0,0.0,1.0,0.620638813271248,-0.575993063027092,0.5320144737772501,-0.20427013234967972,-0.15241417242129135,0.5769422425742627,0.8024384940572805,-0.44438658370348405,-0.769140645815878,-0.5791110335829268,0.27028325289639615,-0.1072524077077783,0.0,0.0,0.0,1.0,AP12,0768
E-L,10.000000000000563,60.22151338995753,0.1979242763231525,1.2978419307762261,1,1,1,0,,1.0,982.0,,,0.0,0.0,0.21984314918518066,0.0,0.9006819485458137,0.9797087980173482,45192,0.992539284299485,0.0009294105911229548,0.5584410283387344,2.081187208004587,0.003355965701253593,0.7426071044653022,-0.47445871949413,0.4726770693545948,-0.17274008457939943,-0.1134212358269281,0.6064851122784783,0.7869634247206493,-0.4377644017910291,-0.660053264260658,-0.638016247505149,0.39656645881654934,-0.1619114649026116,0.0,0.0,0.0,1.0,0.6254195776949496,-0.575902119585484,0.5264856128070514,-0.20220181636863133,-0.146934694857721,0.575738073027641,0.804323235219204,-0.4472273711970192,-0.7663292681889021,-0.5803985009658151,0.2754578602866442,-0.11161442570367046,0.0,0.0,0.0,1.0,AP12,0768
E-I,10.000000000000563,60.22151338995753,0.0307771083126571,0.22585589069339773,1,1,1,0,,,,0.992539284299485,0.0009294105911229548,0.0,0.0,0.0,0.07009172439575195,0.9006819485458137,0.9797087980173482,45192,0.992539284299485,0.0009294105911229548,0.5584410283387344,2.081187208004587,0.003355965701253593,0.7426071044653022,-0.47445871949413,0.4726770693545948,-0.17274008457939943,-0.1134212358269281,0.6064851122784783,0.7869634247206493,-0.4377644017910291,-0.660053264260658,-0.638016247505149,0.39656645881654934,-0.1619114649026116,0.0,0.0,0.0,1.0,0.6224690910269133,-0.5772737999817994,0.5284762913988674,-0.20322826550618647,-0.14845040400544166,0.5758995724292235,0.8039292008793175,-0.44698799705525355,-0.7684365349635242,-0.5788735978868017,0.2727831545437528,-0.11055267016596017,0.0,0.0,0.0,1.0,AP12,0768
E-V5b,10.000000000000563,60.22151338995753,0.4053163381879646,3.183909940108532,1,1,1,0,,,,,,0.006276369094848633,0.8990318775177002,0.0,0.0,0.9006819485458137,0.9797087980173482,45192,0.992539284299485,0.0009294105911229548,0.5584410283387344,2.081187208004587,0.003355965701253593,0.7426071044653022,-0.47445871949413,0.4726770693545948,-0.17274008457939943,-0.1134212358269281,0.6064851122784783,0.7869634247206493,-0.4377644017910291,-0.660053264260658,-0.638016247505149,0.39656645881654934,-0.1619114649026116,0.0,0.0,0.0,1.0,0.6243009805780448,-0.5720214832292577,0.532014752133874,-0.20597562471729094,-0.15438088126582478,0.5772622474141618,0.8018321708115489,-0.44650393020700285,-0.7657772593752987,-0.5827175275737259,0.27207620419110423,-0.10947272012087711,0.0,0.0,0.0,1.0,AP12,0768
E-V5d,10.000000000000563,60.22151338995753,0.33871082220999493,3.5624941985977894,1,1,1,0,,,,,,0.006276369094848633,0.8990318775177002,0.0,0.0,0.9006819485458137,0.9797087980173482,45192,0.992539284299485,0.0009294105911229548,0.5584410283387344,2.081187208004587,0.003355965701253593,0.7426071044653022,-0.47445871949413,0.4726770693545948,-0.17274008457939943,-0.1134212358269281,0.6064851122784783,0.7869634247206493,-0.4377644017910291,-0.660053264260658,-0.638016247505149,0.39656645881654934,-0.1619114649026116,0.0,0.0,0.0,1.0,0.6239694660705081,-0.5733059474122246,0.5310201353921778,-0.20592420504739875,-0.15378393287112094,0.5761581336645102,0.8027404910290838,-0.4465306309305011,-0.7661674681359422,-0.5825479312306285,0.2713398374620411,-0.10860545232118218,0.0,0.0,0.0,1.0,AP12,0768
E-V5x2,10.000000000000563,60.22151338995753,0.33661631431050304,3.3834606114038355,1,1,1,0,,,,,,0.012241125106811523,1.7937068939208984,0.0,0.0,0.9006819485458137,0.9797087980173482,45192,0.992539284299485,0.0009294105911229548,0.5584410283387344,2.081187208004587,0.003355965701253593,0.7426071044653022,-0.47445871949413,0.4726770693545948,-0.17274008457939943,-0.1134212358269281,0.6064851122784783,0.7869634247206493,-0.4377644017910291,-0.660053264260658,-0.638016247505149,0.39656645881654934,-0.1619114649026116,0.0,0.0,0.0,1.0,0.6216399220712181,-0.5749035154898031,0.5320241842284178,-0.20576388541717494,-0.15412980563927553,0.576151317139848,0.802679046627866,-0.44654808825719494,-0.7679894438982728,-0.5809781246650957,0.26954889893966594,-0.10868828606301607,0.0,0.0,0.0,1.0,AP12,0768
E-VI,10.000000000000563,60.22151338995753,0.024183832645053797,0.13709845054370018,1,1,1,0,,,,0.9992737356397728,0.0008438384645206874,0.0,0.0,0.0,0.0563511848449707,0.9006819485458137,0.9797087980173482,45192,0.992539284299485,0.0009294105911229548,0.5584410283387344,2.081187208004587,0.003355965701253593,0.7426071044653022,-0.47445871949413,0.4726770693545948,-0.17274008457939943,-0.1134212358269281,0.6064851122784783,0.7869634247206493,-0.4377644017910291,-0.660053264260658,-0.638016247505149,0.39656645881654934,-0.1619114649026116,0.0,0.0,0.0,1.0,0.6225726440618288,-0.5770731309912839,0.5285734402468582,-0.2031768117626501,-0.14852760406336812,0.5760279303841419,0.8038229676918668,-0.4469007348714551,-0.7683377052672529,-0.578945937553038,0.27290794839205496,-0.11061782524445266,0.0,0.0,0.0,1.0,AP12,0768
E-V2,10.00000000000049,80.98826081351267,0.606206165572292,3.626089751987364,1,1,1,0,,,,,,0.0011076927185058594,0.31130146980285645,0.0,0.0,0.9203415102432648,0.9823311124230413,47428,0.9838479501816295,0.0009751984781007696,0.5411055248526355,2.698057963764966,0.004154113358703798,0.7312108201314033,-0.288361982747155,0.6182055511145855,-0.2603031727578325,-0.34775971862690425,0.6220696545528945,0.7014930669543195,-0.4001247120857476,-0.5868508452948636,-0.7279263093133604,0.35458338030163494,-0.1291461731507981,0.0,0.0,0.0,1.0,0.6235755080065649,-0.3673818356522712,0.6900610015692099,-0.2986887360442567,-0.4194447371911594,0.5876602418958662,0.6918970690976948,-0.39754498643427455,-0.6597118190691685,-0.7208925097959075,0.21235415939374216,-0.061754379674695006,0.0,0.0,0.0,1.0,AP12,0789
E-L,10.00000000000049,80.98826081351267,0.22811217443475443,1.629938497508423,1,1,1,0,,1.0,881.0,,,0.0,0.0,0.21372771263122559,0.0,0.9203415102432648,0.9823311124230413,47428,0.9838479501816295,0.0009751984781007696,0.5411055248526355,2.698057963764966,0.004154113358703798,0.7312108201314033,-0.288361982747155,0.6182055511145855,-0.2603031727578325,-0.34775971862690425,0.6220696545528945,0.7014930669543195,-0.4001247120857476,-0.5868508452948636,-0.7279263093133604,0.35458338030163494,-0.1291461731507981,0.0,0.0,0.0,1.0,0.6226644797089772,-0.3681159659308133,0.6904922746385881,-0.298930993457833,-0.4250641153497913,0.5817556089533077,0.6934557731342814,-0.3990323202220156,-0.6569698954675528,-0.7252937660549611,0.20576566616217618,-0.05975520788149184,0.0,0.0,0.0,1.0,AP12,0789
E-I,10.00000000000049,80.98826081351267,0.014681534756853704,0.11604436673164242,1,1,1,0,,,,0.9838479501816295,0.0009751984781007696,0.0,0.0,0.0,0.07187962532043457,0.9203415102432648,0.9823311124230413,47428,0.9838479501816295,0.0009751984781007696,0.5411055248526355,2.698057963764966,0.004154113358703798,0.7312108201314033,-0.288361982747155,0.6182055511145855,-0.2603031727578325,-0.34775971862690425,0.6220696545528945,0.7014930669543195,-0.4001247120857476,-0.5868508452948636,-0.7279263093133604,0.35458338030163494,-0.1291461731507981,0.0,0.0,0.0,1.0,0.6195911405880902,-0.3700551891292598,0.6922181560052119,-0.2998304842304159,-0.42654092121525283,0.5815789213384476,0.6926967596168255,-0.39865363523691694,-0.6589155188896312,-0.7244481453170503,0.2024974659424019,-0.05842437512816467,0.0,0.0,0.0,1.0,AP12,0789
E-V5b,10.00000000000049,80.98826081351267,0.3221318648819927,1.46095772768482,1,1,1,0,,,,,,0.006240129470825195,0.8958284854888916,0.0,0.0,0.9203415102432648,0.9823311124230413,47428,0.9838479501816295,0.0009751984781007696,0.5411055248526355,2.698057963764966,0.004154113358703798,0.7312108201314033,-0.288361982747155,0.6182055511145855,-0.2603031727578325,-0.34775971862690425,0.6220696545528945,0.7014930669543195,-0.4001247120857476,-0.5868508452948636,-0.7279263093133604,0.35458338030163494,-0.1291461731507981,0.0,0.0,0.0,1.0,0.6223439790257764,-0.36673563247152224,0.6915149485636286,-0.29947901836525087,-0.42423623433833035,0.5844056561812495,0.6917323422376851,-0.39751207340683636,-0.6578081605606043,-0.7238611438029694,0.20811880530284754,-0.05942556331542112,0.0,0.0,0.0,1.0,AP12,0789
E-V5d,10.00000000000049,80.98826081351267,0.3173766037980724,2.3651821140818132,1,1,1,0,,,,,,0.006240129470825195,0.8958284854888916,0.0,0.0,0.9203415102432648,0.9823311124230413,47428,0.9838479501816295,0.0009751984781007696,0.5411055248526355,2.698057963764966,0.004154113358703798,0.7312108201314033,-0.288361982747155,0.6182055511145855,-0.2603031727578325,-0.34775971862690425,0.6220696545528945,0.7014930669543195,-0.4001247120857476,-0.5868508452948636,-0.7279263093133604,0.35458338030163494,-0.1291461731507981,0.0,0.0,0.0,1.0,0.6223627620987079,-0.3676591845680891,0.6910074476929109,-0.2993138260891357,-0.42344506506660196,0.5843304736897154,0.6922804064789135,-0.39625342279300624,-0.6582999742358623,-0.7234532273263751,0.20798206784142742,-0.05874307225684078,0.0,0.0,0.0,1.0,AP12,0789
E-V5x2,10.00000000000049,80.98826081351267,0.06486619599689111,3.2876703776901532,1,1,1,0,,,,,,0.01228022575378418,1.7877850532531738,0.0,0.0,0.9203415102432648,0.9823311124230413,47428,0.9838479501816295,0.0009751984781007696,0.5411055248526355,2.698057963764966,0.004154113358703798,0.7312108201314033,-0.288361982747155,0.6182055511145855,-0.2603031727578325,-0.34775971862690425,0.6220696545528945,0.7014930669543195,-0.4001247120857476,-0.5868508452948636,-0.7279263093133604,0.35458338030163494,-0.1291461731507981,0.0,0.0,0.0,1.0,0.6189202743891059,-0.3700921704220718,0.6927982938566912,-0.299116414730278,-0.4266043136794736,0.5822091896640895,0.6921280343254013,-0.3953329647382007,-0.6595047002028215,-0.7239228155565512,0.20245815546791662,-0.05844938758139807,0.0,0.0,0.0,1.0,AP12,0789
E-VI,10.00000000000049,80.98826081351267,0.012096273539313362,0.07875972817969154,1,1,1,0,,,,0.9998053969901401,0.0007974799040590771,0.0,0.0,0.0,0.06152653694152832,0.9203415102432648,0.9823311124230413,47428,0.9838479501816295,0.0009751984781007696,0.5411055248526355,2.698057963764966,0.004154113358703798,0.7312108201314033,-0.288361982747155,0.6182055511145855,-0.2603031727578325,-0.34775971862690425,0.6220696545528945,0.7014930669543195,-0.4001247120857476,-0.5868508452948636,-0.7279263093133604,0.35458338030163494,-0.1291461731507981,0.0,0.0,0.0,1.0,0.6195333252136476,-0.36990767574614364,0.6923487322162627,-0.2998254569783175,-0.4267027583615986,0.581612162595769,0.6925691627590089,-0.39853519479894123,-0.6588650932063089,-0.7244967921013309,0.2024874919079605,-0.05838803164822118,0.0,0.0,0.0,1.0,AP12,0789
E-V2,9.999999999999975,83.54973381182755,0.7200302760497245,4.73574833511206,1,1,1,0,,,,,,0.001294851303100586,0.31118202209472656,0.0,0.0,0.961657306100239,0.9987129477456784,50503,0.9675819702464659,0.0010894914939422184,0.7192682510254719,3.8797485349613785,0.006831804786631816,0.26158515584812414,0.11310612564293819,0.9585302345685065,-0.471306033076253,-0.8176280928922681,0.553700882173214,0.15779618117672403,-0.15411093902730572,-0.5128913217761291,-0.8249983863151787,0.2373186773603932,-0.06132460206956591,0.0,0.0,0.0,1.0,0.4096005981116539,0.11460628529269459,0.9050374353254602,-0.4330051810666935,-0.7975322171382143,0.52664571849962,0.29425607384807106,-0.21914443079367946,-0.4429104977196694,-0.8423239632850144,0.30711660322016493,-0.08987501877181125,0.0,0.0,0.0,1.0,AP12,0815
E-L,9.999999999999975,83.54973381182755,0.12318506406263048,1.0854242153774696,1,1,1,0,,1.0,846.0,,,0.0,0.0,0.2073521614074707,0.0,0.961657306100239,0.9987129477456784,50503,0.9675819702464659,0.0010894914939422184,0.7192682510254719,3.8797485349613785,0.006831804786631816,0.26158515584812414,0.11310612564293819,0.9585302345685065,-0.471306033076253,-0.8176280928922681,0.553700882173214,0.15779618117672403,-0.15411093902730572,-0.5128913217761291,-0.8249983863151787,0.2373186773603932,-0.06132460206956591,0.0,0.0,0.0,1.0,0.4162280124201072,0.10570414089081616,0.9030951645731147,-0.43428089848599527,-0.7946732012447407,0.5249607864839346,0.30481252578856566,-0.2230822508577221,-0.44186960169290035,-0.8445370372296903,0.3025036327832348,-0.08776065708851515,0.0,0.0,0.0,1.0,AP12,0815
E-I,9.999999999999975,83.54973381182755,0.023517207726805964,0.14266136568871127,1,1,1,0,,,,0.9675819702464659,0.0010894914939422184,0.0,0.0,0.0,0.06866312026977539,0.961657306100239,0.9987129477456784,50503,0.9675819702464659,0.0010894914939422184,0.7192682510254719,3.8797485349613785,0.006831804786631816,0.26158515584812414,0.11310612564293819,0.9585302345685065,-0.471306033076253,-0.8176280928922681,0.553700882173214,0.15779618117672403,-0.15411093902730572,-0.5128913217761291,-0.8249983863151787,0.2373186773603932,-0.06132460206956591,0.0,0.0,0.0,1.0,0.4179623844452511,0.10640952224105578,0.9022108726707243,-0.43380407035119717,-0.7937939684665848,0.5257585804521773,0.30572708533426135,-0.2237565509745711,-0.4418128345973103,-0.8439519705868,0.30421454687070365,-0.08863318264703914,0.0,0.0,0.0,1.0,AP12,0815
E-V5b,9.999999999999975,83.54973381182755,0.6625568562631778,3.8829838309879796,1,1,1,0,,,,,,0.006105661392211914,0.8965797424316406,0.0,0.0,0.961657306100239,0.9987129477456784,50503,0.9675819702464659,0.0010894914939422184,0.7192682510254719,3.8797485349613785,0.006831804786631816,0.26158515584812414,0.11310612564293819,0.9585302345685065,-0.471306033076253,-0.8176280928922681,0.553700882173214,0.15779618117672403,-0.15411093902730572,-0.5128913217761291,-0.8249983863151787,0.2373186773603932,-0.06132460206956591,0.0,0.0,0.0,1.0,0.40761926036119756,0.10510553132532069,0.9070828637039181,-0.43520991478168825,-0.7967819022743917,0.526194928751082,0.29708161004284667,-0.22066291030033003,-0.4460774749874615,-0.8438434461797457,0.29823336969455283,-0.08649024936486335,0.0,0.0,0.0,1.0,AP12,0815
E-V5d,9.999999999999975,83.54973381182755,0.7484754545400044,3.5965106945031637,1,1,1,0,,,,,,0.006105661392211914,0.8965797424316406,0.0,0.0,0.961657306100239,0.9987129477456784,50503,0.9675819702464659,0.0010894914939422184,0.7192682510254719,3.8797485349613785,0.006831804786631816,0.26158515584812414,0.11310612564293819,0.9585302345685065,-0.471306033076253,-0.8176280928922681,0.553700882173214,0.15779618117672403,-0.15411093902730572,-0.5128913217761291,-0.8249983863151787,0.2373186773603932,-0.06132460206956591,0.0,0.0,0.0,1.0,0.4062165523747996,0.10536135040667902,0.9076822429284056,-0.4333696584113133,-0.7973407269056462,0.526088277755905,0.2957682794543025,-0.22071315154508506,-0.4463584352231992,-0.843878040517319,0.29771465901332295,-0.08651492533685182,0.0,0.0,0.0,1.0,AP12,0815
E-V5x2,9.999999999999975,83.54973381182755,0.36043475487834054,3.4570316591202768,1,1,1,0,,,,,,0.011981725692749023,1.7934186458587646,0.0,0.0,0.961657306100239,0.9987129477456784,50503,0.9675819702464659,0.0010894914939422184,0.7192682510254719,3.8797485349613785,0.006831804786631816,0.26158515584812414,0.11310612564293819,0.9585302345685065,-0.471306033076253,-0.8176280928922681,0.553700882173214,0.15779618117672403,-0.15411093902730572,-0.5128913217761291,-0.8249983863151787,0.2373186773603932,-0.06132460206956591,0.0,0.0,0.0,1.0,0.4124375530666514,0.10523615290868368,0.9048870587793536,-0.43329532278183763,-0.7951334722898463,0.5263470427260457,0.3012001713737293,-0.22078329799495003,-0.44458750380318973,-0.843732241364757,0.30076206636658276,-0.08667959453845911,0.0,0.0,0.0,1.0,AP12,0815
E-VI,9.999999999999975,83.54973381182755,0.013055604240403144,0.054457039083538154,1,1,1,0,,,,0.9999259862334394,0.0008442071098070257,0.0,0.0,0.0,0.05127143859863281,0.961657306100239,0.9987129477456784,50503,0.9675819702464659,0.0010894914939422184,0.7192682510254719,3.8797485349613785,0.006831804786631816,0.26158515584812414,0.11310612564293819,0.9585302345685065,-0.471306033076253,-0.8176280928922681,0.553700882173214,0.15779618117672403,-0.15411093902730572,-0.5128913217761291,-0.8249983863151787,0.2373186773603932,-0.06132460206956591,0.0,0.0,0.0,1.0,0.4178788369964934,0.10594557621252297,0.9023041533029411,-0.4338417792477117,-0.7936833827444716,0.5258665982407961,0.3058283831913722,-0.22362840367331632,-0.442090474924553,-0.843943012364887,0.3038357581224165,-0.08852900811581646,0.0,0.0,0.0,1.0,AP12,0815
E-V2,10.00000000000005,54.508095803044036,1.0055490338935928,3.5863593132024794,1,1,1,0,,,,,,0.0011167526245117188,0.3121366500854492,0.0,0.0,0.8558697208303507,0.9654316308158818,52765,0.974389006012337,0.0009274183565108582,0.47036146943955326,4.193297752686445,0.0072698317300683565,0.26489495421416503,0.2842259422603931,0.9214370716321689,-0.46052011685256933,-0.8974792476110071,0.4221365871017658,0.1277955474093431,-0.13784831018089466,-0.3526494907687458,-0.860823045449101,0.3669087367238339,-0.11036892567433829,0.0,0.0,0.0,1.0,0.3611116481685671,0.18268947920865825,0.9144522818146672,-0.44538849261202557,-0.8279472280149005,0.5140138218699684,0.2242615272631447,-0.18550181182778683,-0.4290708814551651,-0.8381016269525808,0.33687362600048876,-0.10014251264751331,0.0,0.0,0.0,1.0,AP12,0819
E-L,10.00000000000005,54.508095803044036,0.07745393189583548,0.6101754124820422,1,1,1,0,,1.0,754.0,,,0.0,0.0,0.19278573989868164,0.0,0.8558697208303507,0.9654316308158818,52765,0.974389006012337,0.0009274183565108582,0.47036146943955326,4.193297752686445,0.0072698317300683565,0.26489495421416503,0.2842259422603931,0.9214370716321689,-0.46052011685256933,-0.8974792476110071,0.4221365871017658,0.1277955474093431,-0.13784831018089466,-0.3526494907687458,-0.860823045449101,0.3669087367238339,-0.11036892567433829,0.0,0.0,0.0,1.0,0.3669103706431885,0.17013310972462126,0.9145662933270108,-0.44520189803864874,-0.8199326898945435,0.5235395704590727,0.23155280651684657,-0.1885515782455892,-0.4394168453265948,-0.834841927037065,0.3315897961401467,-0.09983476240974314,0.0,0.0,0.0,1.0,AP12,0819
E-I,10.00000000000005,54.508095803044036,0.028042691327664085,0.1489892764479138,1,1,1,0,,,,0.974389006012337,0.0009274183565108582,0.0,0.0,0.0,0.0673975944519043,0.8558697208303507,0.9654316308158818,52765,0.974389006012337,0.0009274183565108582,0.47036146943955326,4.193297752686445,0.0072698317300683565,0.26489495421416503,0.2842259422603931,0.9214370716321689,-0.46052011685256933,-0.8974792476110071,0.4221365871017658,0.1277955474093431,-0.13784831018089466,-0.3526494907687458,-0.860823045449101,0.3669087367238339,-0.11036892567433829,0.0,0.0,0.0,1.0,0.36772875938419053,0.17033582771178174,0.9141997950773706,-0.4450267864108073,-0.8192580105810181,0.5244778693558168,0.2318173346728296,-0.18905658915663937,-0.439990763108268,-0.8342114062716508,0.33241458756450404,-0.10019693969260858,0.0,0.0,0.0,1.0,AP12,0819
E-V5b,10.00000000000005,54.508095803044036,2.6879741100523757,10.1867263181739,1,0,1,0,,,,,,0.006784677505493164,0.8958480358123779,0.0,0.0,0.8558697208303507,0.9654316308158818,52765,0.974389006012337,0.0009274183565108582,0.47036146943955326,4.193297752686445,0.0072698317300683565,0.26489495421416503,0.2842259422603931,0.9214370716321689,-0.46052011685256933,-0.8974792476110071,0.4221365871017658,0.1277955474093431,-0.13784831018089466,-0.3526494907687458,-0.860823045449101,0.3669087367238339,-0.11036892567433829,0.0,0.0,0.0,1.0,0.3830768159980815,0.1982462500587211,0.9021921031307961,-0.45038697218649765,-0.8322192768804537,0.49788997707183735,0.24396035407692096,-0.1913088314337326,-0.4008281795809695,-0.8442772167000188,0.35571446293694897,-0.10838621433457167,0.0,0.0,0.0,1.0,AP12,0819
E-V5d,10.00000000000005,54.508095803044036,2.6725316964233974,10.306200613430537,1,0,1,0,,,,,,0.006784677505493164,0.8958480358123779,0.0,0.0,0.8558697208303507,0.9654316308158818,52765,0.974389006012337,0.0009274183565108582,0.47036146943955326,4.193297752686445,0.0072698317300683565,0.26489495421416503,0.2842259422603931,0.9214370716321689,-0.46052011685256933,-0.8974792476110071,0.4221365871017658,0.1277955474093431,-0.13784831018089466,-0.3526494907687458,-0.860823045449101,0.3669087367238339,-0.11036892567433829,0.0,0.0,0.0,1.0,0.3818096094044403,0.2000436773364334,0.9023325124057138,-0.4504949528264438,-0.8323844892341614,0.49874335444733964,0.24164258080627954,-0.19133171572272542,-0.40169327298532176,-0.843349048213135,0.3569382644832305,-0.1084556782771472,0.0,0.0,0.0,1.0,AP12,0819
E-V5x2,10.00000000000005,54.508095803044036,0.19338553012877496,8.417646720363052,1,1,1,0,,,,,,0.012900590896606445,1.7895283699035645,0.0,0.0,0.8558697208303507,0.9654316308158818,52765,0.974389006012337,0.0009274183565108582,0.47036146943955326,4.193297752686445,0.0072698317300683565,0.26489495421416503,0.2842259422603931,0.9214370716321689,-0.46052011685256933,-0.8974792476110071,0.4221365871017658,0.1277955474093431,-0.13784831018089466,-0.3526494907687458,-0.860823045449101,0.3669087367238339,-0.11036892567433829,0.0,0.0,0.0,1.0,0.3691608538741028,0.1726760104826689,0.9131830575311173,-0.4512218560898104,-0.8195392065070283,0.5238471501507318,0.23224914216559425,-0.1935470423438041,-0.43826446688981113,-0.8341266132847769,0.33489862838323314,-0.10345608450566748,0.0,0.0,0.0,1.0,AP12,0819
E-VI,10.00000000000005,54.508095803044036,0.0,0.07835576048942428,1,1,1,0,,,,0.9997657531037714,0.0008412308791304293,0.0,0.0,0.0,0.055956363677978516,0.8558697208303507,0.9654316308158818,52765,0.974389006012337,0.0009274183565108582,0.47036146943955326,4.193297752686445,0.0072698317300683565,0.26489495421416503,0.2842259422603931,0.9214370716321689,-0.46052011685256933,-0.8974792476110071,0.4221365871017658,0.1277955474093431,-0.13784831018089466,-0.3526494907687458,-0.860823045449101,0.3669087367238339,-0.11036892567433829,0.0,0.0,0.0,1.0,0.36769578709147127,0.16977202413920917,0.9143179453840903,-0.44499526467830486,-0.8191870215971219,0.5244852774009275,0.23205135040411082,-0.18905286981577518,-0.44015045356725085,-0.8343217016933776,0.3319260722145061,-0.09999641460714852,0.0,0.0,0.0,1.0,AP12,0819
E-V2,10.00000000000027,20.449117529030676,1.5866144143576828,8.277628067943533,1,1,1,0,,,,,,0.0011572837829589844,0.31232237815856934,0.0,0.0,0.8544602381867077,0.9775013928489497,61026,0.9998304797423292,0.0008247615743162319,0.24217720485571323,3.085469641465496,0.006538589447159439,0.3971837643378757,0.24327761037752085,0.8849073746078724,-0.42812911301734435,-0.16008629213745995,0.9678082759254828,-0.19421513875036692,0.05268360037489297,-0.9036688754273181,-0.06452244058579484,0.4233431447948319,-0.1293796752730969,0.0,0.0,0.0,1.0,0.35957593467566507,0.27826568033624355,0.890658962799665,-0.43440518796293326,-0.30508874649543216,0.9370992944701657,-0.16960475883720572,0.044288527225020455,-0.8818310285091908,-0.21074423869749673,0.42185409285545755,-0.12212660739813613,0.0,0.0,0.0,1.0,AP12,0958
E-L,10.00000000000027,20.449117529030676,0.095096912591243,0.6564523497629966,1,1,1,0,,1.0,901.0,,,0.0,0.0,0.21045947074890137,0.0,0.8544602381867077,0.9775013928489497,61026,0.9998304797423292,0.0008247615743162319,0.24217720485571323,3.085469641465496,0.006538589447159439,0.3971837643378757,0.24327761037752085,0.8849073746078724,-0.42812911301734435,-0.16008629213745995,0.9678082759254828,-0.19421513875036692,0.05268360037489297,-0.9036688754273181,-0.06452244058579484,0.4233431447948319,-0.1293796752730969,0.0,0.0,0.0,1.0,0.34610858471492445,0.2659467424796682,0.8997117192473841,-0.43491402779746297,-0.31909520325048585,0.9351797401388646,-0.15367857656920186,0.03805610302550361,-0.8822624886331517,-0.2339042192827171,0.4085360661588879,-0.11653436944277784,0.0,0.0,0.0,1.0,AP12,0958
E-I,10.00000000000027,20.449117529030676,0.015092438293955044,0.1894094995164329,1,1,1,0,,,,0.9998304797423292,0.0008247615743162319,0.0,0.0,0.0,0.053429603576660156,0.8544602381867077,0.9775013928489497,61026,0.9998304797423292,0.0008247615743162319,0.24217720485571323,3.085469641465496,0.006538589447159439,0.3971837643378757,0.24327761037752085,0.8849073746078724,-0.42812911301734435,-0.16008629213745995,0.9678082759254828,-0.19421513875036692,0.05268360037489297,-0.9036688754273181,-0.06452244058579484,0.4233431447948319,-0.1293796752730969,0.0,0.0,0.0,1.0,0.3477296077668083,0.2660171620949863,0.8990656201597692,-0.4346893969361635,-0.31935157488776006,0.9351730754876948,-0.15318580384485123,0.03769423416895289,-0.8815320138821098,-0.2338507822390497,0.4101403663956228,-0.11725633505457261,0.0,0.0,0.0,1.0,AP12,0958
E-V5b,10.00000000000027,20.449117529030676,2.2406366271871705,6.759549281429743,1,0,1,0,,,,,,0.005824565887451172,0.8982141017913818,0.0,0.0,0.8544602381867077,0.9775013928489497,61026,0.9998304797423292,0.0008247615743162319,0.24217720485571323,3.085469641465496,0.006538589447159439,0.3971837643378757,0.24327761037752085,0.8849073746078724,-0.42812911301734435,-0.16008629213745995,0.9678082759254828,-0.19421513875036692,0.05268360037489297,-0.9036688754273181,-0.06452244058579484,0.4233431447948319,-0.1293796752730969,0.0,0.0,0.0,1.0,0.36673435838438107,0.2620476167819019,0.8926572326837284,-0.4315171427224965,-0.2871295033219203,0.9445497766774351,-0.1593184498812153,0.03947240390766349,-0.8849082463032456,-0.19788067554245434,0.42164044731381034,-0.12277051536251474,0.0,0.0,0.0,1.0,AP12,0958
